ID,EC1,EC2,EC3,EC4,EC5,EC6,SI1,SI2,SI3,SI4,PBC1,PBC2,PBC3,PBC4,PBC5,CNS1,CNS2,CNS3,CNS4,CNS5,CNS6,CNS7,CNS8,GC1,GC2,GC3,GC4,GC5,GC6,GC7,GC8,GC9,GC10,GC11,GC12,GC13,PM1,PM2,PM3,PM4,PM5,Gender,Age,Marital_status,Education,Ethnicity,No_household,Income,Occupation,Work_category,TotalEC,TotalSI,TotalPBC,TotalCNS,TotalGC
94,4,2,3,4,4,4,4,3,4,4,3,3,3,2,2,2,4,4,3,3,3,3,3,4,4,4,3,2,4,4,3,3,3,4,3,3,1,4,2,4,5,1,4,1,3,2,3,3,1,13,13,15,13,25,44
95,5,5,4,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,2,4,4,1,3,1,7,8,19,15,20,31,48
96,4,3,4,3,5,4,3,3,3,3,2,3,3,3,4,1,1,3,1,2,1,1,1,4,3,4,2,3,3,2,1,3,1,3,3,3,2,1,4,3,4,2,2,4,5,1,3,1,3,12,14,12,15,11,35
97,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,3,2,2,4,2,1,2,1,1,8,15,16,20,21,52
98,3,3,3,3,4,4,4,3,4,3,4,4,3,4,4,3,3,4,4,4,4,3,3,4,4,3,4,3,3,2,4,3,3,4,4,4,3,4,3,5,5,2,2,3,3,1,3,1,7,8,12,14,19,28,45
99,5,5,4,4,5,5,3,4,4,3,2,4,3,3,4,1,2,3,2,2,2,1,1,4,4,4,4,5,4,5,4,3,3,4,4,5,3,3,4,3,4,2,2,4,6,1,3,1,3,1,18,14,16,14,53
100,4,5,1,4,2,3,3,3,4,4,3,4,4,4,4,3,2,3,3,3,4,4,4,4,4,5,2,3,3,5,5,5,5,4,4,4,4,4,4,4,4,2,1,4,4,1,2,1,3,11,14,14,19,26,53
101,3,3,2,4,5,5,4,4,4,3,4,4,3,3,3,2,2,3,2,2,2,2,2,3,3,2,3,2,2,2,1,3,3,3,3,3,3,3,5,5,5,2,2,4,6,1,3,1,3,7,12,15,17,17,33
102,4,4,4,4,4,3,4,3,2,3,3,4,3,4,4,2,2,4,2,3,2,2,2,2,2,3,4,4,3,3,4,4,3,2,2,2,3,3,4,4,5,2,2,4,5,1,2,2,1,14,16,12,18,19,38
103,5,3,5,5,4,5,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,5,4,4,5,4,4,4,5,4,3,4,3,5,4,5,1,2,4,6,1,2,1,3,12,18,13,20,27,54
104,2,4,2,4,4,4,4,4,2,3,4,4,4,4,4,2,2,4,2,4,3,2,2,4,3,2,4,4,4,4,3,4,2,2,4,4,2,3,4,3,4,2,4,1,6,1,2,3,1,6,12,13,20,21,44
105,4,4,4,5,5,5,4,4,5,4,4,4,3,4,4,4,3,3,3,3,3,2,3,4,4,4,4,4,4,4,3,5,5,4,4,4,3,2,4,3,5,2,2,4,5,1,3,1,3,12,17,17,19,24,53
106,4,4,4,4,5,5,4,4,3,3,4,2,3,4,2,2,3,2,2,2,2,2,2,5,4,3,3,4,3,4,2,2,2,2,4,2,4,1,4,5,3,1,1,4,3,1,2,1,1,10,16,14,15,17,40
107,5,5,5,5,5,5,3,3,4,3,5,5,5,5,5,3,3,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,3,3,4,2,3,1,5,1,2,6,1,8,20,13,25,26,44
108,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,4,3,3,2,2,2,4,1,1,1,7,8,16,16,20,24,45
109,3,4,4,4,5,5,5,5,4,3,4,4,3,3,5,2,2,4,3,4,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,4,1,4,3,3,1,4,1,2,1,3,1,7,14,15,17,19,20,27
110,4,4,4,4,5,5,3,3,3,3,4,4,4,4,4,3,3,4,3,3,3,3,3,5,5,4,4,4,4,3,4,4,4,3,3,3,1,1,1,1,2,2,2,1,6,1,2,2,1,14,16,12,20,25,50
111,4,2,4,4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,3,3,3,4,4,4,4,5,4,4,4,4,2,3,4,5,1,2,2,1,13,14,16,18,31,47
112,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,2,2,1,4,1,2,1,4,1,15,16,18,31,52
113,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,3,2,1,1,2,2,2,3,3,2,3,1,2,1,2,1,2,14,12,12,15,24,29
114,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,5,1,5,4,2,2,3,1,7,1,20,16,25,32,65
115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,5,5,5,2,2,3,4,4,1,3,4,5,1,1,1,1,7,16,16,20,24,51
116,5,4,4,4,5,5,3,5,5,3,3,3,5,5,5,1,2,3,3,5,4,1,5,5,5,3,4,1,3,3,2,5,3,3,3,3,5,3,5,3,5,2,2,4,6,1,2,1,3,12,17,16,21,24,43
117,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,2,4,6,1,3,2,3,12,20,16,21,40,65
118,4,4,4,3,4,5,4,4,4,3,5,5,5,5,4,4,4,4,4,4,4,3,4,5,5,5,5,3,4,4,5,4,4,5,5,5,4,2,2,5,3,1,2,4,5,2,2,1,3,12,15,15,24,31,59
119,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,3,2,2,5,1,3,1,6,1,2,2,1,12,19,20,25,32,55
120,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3,3,2,3,1,3,1,2,2,2,2,14,16,19,32,50
121,4,5,5,5,5,5,5,5,3,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,5,3,3,2,3,4,5,1,3,1,3,6,19,17,25,32,52
122,5,5,5,4,5,5,3,3,5,4,3,5,2,4,2,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,5,5,4,5,5,5,2,1,2,4,4,1,3,4,5,2,2,1,3,6,19,15,16,32,56
123,4,4,5,5,5,5,3,3,3,4,4,5,4,4,5,4,4,5,4,4,4,3,3,5,5,5,5,4,5,5,4,3,3,3,4,4,4,2,5,4,5,2,2,4,5,2,3,1,2,2,18,13,22,31,55
124,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,3,3,5,5,4,3,3,3,5,5,4,4,3,3,3,3,3,4,3,4,4,3,3,4,4,4,2,2,4,4,1,2,1,2,2,15,16,18,29,48
125,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,1,2,1,4,1,2,1,2,2,16,14,16,25,42
126,4,4,5,5,5,5,4,3,4,4,5,5,3,3,4,4,4,5,4,4,5,4,3,5,4,5,5,4,5,5,4,3,3,3,4,4,4,2,3,4,4,1,3,1,5,1,2,2,2,12,18,15,20,33,54
127,4,4,4,4,5,5,3,5,5,3,3,3,5,5,4,2,2,3,3,5,5,1,5,5,5,3,5,1,3,3,1,4,3,3,3,3,5,3,5,3,5,2,2,4,6,1,3,1,3,12,16,16,20,26,42
128,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,4,4,5,4,4,5,5,5,5,5,5,4,4,5,5,5,2,2,4,6,1,4,1,3,12,20,20,25,34,61
129,2,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,2,2,2,2,2,2,2,4,2,4,2,2,2,2,4,4,2,4,4,2,2,2,5,5,5,2,3,2,6,1,1,4,1,12,14,13,20,18,38
130,4,4,5,5,5,5,3,3,3,3,5,5,5,5,5,4,4,5,4,4,4,3,5,5,5,3,3,4,3,3,4,4,4,4,4,4,3,3,5,5,5,2,2,4,5,1,4,1,3,12,18,12,25,33,50
131,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,4,4,5,4,4,4,4,4,5,5,4,5,4,4,4,5,5,5,5,5,5,3,4,4,5,5,2,2,1,5,1,2,1,3,12,20,18,25,33,61
132,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,4,3,4,4,2,3,3,5,5,5,2,3,1,5,1,2,2,2,2,16,16,19,29,46
133,4,5,5,5,5,5,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,5,4,3,4,4,4,3,5,4,4,4,4,3,3,1,4,4,5,2,2,4,5,1,3,1,3,6,19,16,19,29,51
134,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,2,2,4,2,2,4,2,3,3,5,5,5,2,4,1,3,1,1,2,2,2,16,16,20,30,40
135,4,3,5,4,5,5,3,3,3,3,4,5,4,4,5,2,3,4,2,2,2,2,2,4,4,4,3,2,3,3,2,3,2,3,3,3,3,2,3,2,5,2,2,4,5,1,2,1,3,14,16,12,22,19,39
136,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,3,2,2,4,4,4,4,3,2,2,2,4,4,4,4,4,4,3,3,4,4,5,2,2,4,5,1,3,1,3,14,15,16,20,25,45
137,4,5,5,5,5,5,4,5,4,4,5,5,5,5,5,4,4,5,4,4,5,3,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,1,3,5,5,2,2,4,5,1,1,1,3,6,19,17,25,33,56
138,4,4,4,5,5,5,4,4,4,5,5,5,4,4,5,4,4,5,4,4,4,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,3,3,4,5,4,2,2,4,5,4,2,1,3,12,17,17,23,33,57
139,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,3,4,4,3,3,4,3,4,4,3,3,4,4,3,4,4,2,3,1,4,1,2,2,2,2,16,16,20,28,46
140,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,2,2,4,3,3,4,2,2,3,4,4,4,2,2,3,3,4,3,3,4,3,3,4,4,5,5,2,2,4,5,1,3,1,3,12,15,16,25,22,42
141,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,5,2,2,4,6,1,4,1,3,6,18,16,21,32,52
142,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,5,4,4,4,4,3,3,3,3,2,2,3,4,5,2,2,4,6,1,4,1,3,12,16,16,18,31,47
143,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,1,1,1,5,2,2,2,6,1,1,2,3,12,19,18,25,38,63
144,3,4,5,4,5,5,4,4,5,4,4,4,4,4,4,3,4,4,3,4,4,3,3,5,5,5,5,4,4,4,4,4,4,4,4,3,5,4,4,4,5,1,2,4,6,4,1,1,7,12,16,17,20,28,55
145,4,3,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,3,4,5,5,2,2,4,6,1,4,1,3,12,15,15,20,32,51
146,4,5,4,4,5,5,4,4,3,3,2,4,4,4,4,2,4,3,2,3,3,2,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,2,2,4,5,1,3,3,3,6,17,14,18,22,42
147,4,4,4,4,4,4,5,5,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,2,2,2,2,2,2,2,4,5,1,2,2,2,12,16,20,18,32,46
148,4,4,4,4,4,4,5,5,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,5,1,2,1,3,14,16,20,18,32,43
149,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,4,4,1,2,1,2,12,16,16,18,24,43
150,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,2,2,4,5,1,2,1,3,12,16,16,25,32,56
151,4,4,4,4,4,4,3,4,2,2,2,4,2,2,4,2,4,4,4,4,4,2,2,4,4,4,2,2,2,2,2,4,4,4,4,4,2,1,4,2,5,1,5,1,3,1,3,3,2,12,16,11,14,26,42
152,4,4,3,5,5,4,2,2,4,4,5,3,3,3,3,2,2,3,3,3,2,2,3,5,5,4,4,5,4,4,3,4,2,3,4,3,3,1,4,4,4,1,3,1,6,1,2,3,1,6,16,12,17,20,50
153,5,4,5,5,5,4,4,4,4,4,5,5,4,4,4,3,3,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,4,4,5,2,3,1,7,1,3,5,1,6,19,16,22,25,46
154,5,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,4,4,4,5,5,5,4,1,5,4,5,1,3,1,4,1,2,2,1,12,17,16,19,32,61
155,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,3,2,2,3,3,4,2,3,1,4,1,2,2,2,2,15,16,20,29,47
156,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,4,5,1,1,2,2,2,16,12,20,32,52
157,5,4,4,5,4,5,5,4,5,4,5,5,5,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,5,5,4,4,1,5,1,3,1,2,2,4,2,18,18,23,35,59
158,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,4,4,2,2,4,5,1,2,2,2,2,16,16,17,28,44
159,3,4,3,3,4,4,3,3,3,3,4,5,5,5,5,3,3,4,3,3,4,4,4,5,5,5,4,5,4,3,4,4,4,5,5,5,5,1,2,1,5,2,3,1,6,1,2,2,1,11,13,12,24,28,58
160,2,2,2,4,5,5,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,4,5,5,5,5,4,3,1,5,1,4,1,4,1,2,3,2,13,10,13,19,30,62
161,4,4,4,3,5,5,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,4,5,4,2,4,4,4,4,5,5,5,4,4,3,1,5,1,3,1,7,1,2,5,1,6,15,16,17,34,56
162,4,5,4,5,5,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,1,5,2,3,2,5,1,1,2,4,9,18,16,19,31,56
163,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,3,1,4,1,1,1,5,14,20,20,25,30,65
164,5,5,5,5,5,5,3,4,4,4,3,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,5,5,5,5,5,5,3,5,1,4,1,6,1,2,3,1,1,20,15,19,28,54
165,2,2,3,4,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,3,4,4,4,5,1,4,1,3,1,2,4,4,1,1,1,3,2,11,12,19,24,48
166,5,5,5,5,5,5,3,3,3,3,4,4,3,3,4,3,3,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,4,4,4,4,5,3,5,1,5,2,3,3,4,1,1,2,2,6,20,12,18,18,61
167,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,3,3,2,2,2,2,5,5,5,5,3,5,3,5,2,1,4,3,1,1,1,3,12,20,15,20,27,45
168,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,1,5,5,5,4,3,4,5,3,4,3,3,3,3,3,5,5,5,3,5,2,3,1,4,1,2,1,5,2,13,16,20,26,48
169,4,4,4,4,4,4,2,3,2,4,4,4,4,4,4,1,1,3,2,1,2,3,2,5,5,4,4,3,3,3,3,4,4,4,4,4,5,4,3,1,5,2,3,4,6,1,1,3,1,6,16,11,20,15,50
170,4,4,4,4,5,5,4,5,5,5,5,5,4,5,4,2,4,3,3,4,2,4,3,4,4,3,4,3,2,2,2,2,4,4,4,4,5,5,5,5,5,1,5,1,7,1,2,6,1,12,16,19,23,25,42
173,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,3,3,3,4,3,2,3,2,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,3,1,5,2,2,2,5,1,1,3,2,2,20,15,20,23,64
174,5,5,5,5,5,5,3,3,4,3,4,4,3,4,4,3,3,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,1,5,1,3,1,7,1,2,4,1,8,20,13,19,25,64
175,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,1,1,2,3,3,2,2,3,5,4,4,5,1,1,1,2,2,4,4,4,4,5,1,1,1,5,1,2,4,4,1,1,2,2,3,17,16,25,17,41
176,5,5,5,5,5,5,3,3,3,4,5,5,5,5,5,5,5,3,3,1,2,1,1,5,4,4,4,2,2,1,5,1,3,5,5,5,5,1,5,1,5,1,2,1,3,1,2,2,2,11,20,13,25,21,46
177,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,3,4,2,3,3,3,5,5,5,4,3,3,3,3,3,3,5,5,5,5,1,3,1,5,1,4,1,6,1,3,5,1,1,17,20,25,26,52
178,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,2,2,1,2,1,2,1,2,4,4,4,4,3,2,2,2,4,5,5,5,5,5,1,4,1,5,2,3,4,5,1,1,3,1,3,20,16,25,13,49
179,5,5,5,4,5,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,4,3,4,4,3,4,3,3,4,5,4,4,5,5,5,5,1,5,1,4,2,3,3,5,2,1,3,1,2,19,16,19,27,53
180,5,5,5,5,5,5,4,4,4,3,4,4,4,4,4,3,3,3,3,4,3,3,3,4,4,4,4,3,3,3,3,3,2,4,4,4,3,3,3,3,5,1,2,4,5,3,1,1,2,10,20,15,20,25,45
181,5,5,5,5,5,5,3,3,3,3,3,3,4,4,4,3,3,3,2,2,3,2,2,3,4,4,3,3,3,3,4,4,4,4,4,4,5,5,5,4,5,1,2,4,5,3,1,2,2,7,20,12,18,20,47
182,5,5,5,5,4,4,4,5,4,5,3,4,4,3,4,3,3,3,2,2,2,3,3,4,4,3,3,4,4,3,4,2,2,3,3,3,4,4,4,1,4,1,5,1,5,2,2,4,1,2,20,18,18,21,42
183,5,5,5,5,5,5,3,3,3,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,4,5,5,2,2,4,5,2,1,1,3,1,20,12,20,25,52
184,4,4,4,4,4,5,3,3,4,5,5,5,5,4,4,2,1,1,2,3,1,2,2,5,5,5,5,3,2,2,5,4,4,4,4,4,5,1,4,1,5,2,3,1,4,2,2,2,2,10,16,15,23,14,52
185,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,5,5,5,5,5,1,1,4,3,1,1,1,4,9,13,12,15,25,47
186,5,5,5,5,5,5,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,5,5,5,5,3,2,1,5,1,2,1,6,1,1,3,2,6,20,13,18,24,41
187,5,5,5,4,5,5,3,3,4,4,4,4,5,5,5,3,4,3,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,5,2,4,1,2,4,5,1,1,2,2,6,19,14,23,28,53
188,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,5,5,5,5,5,5,5,1,3,2,3,1,1,3,2,8,20,12,15,27,46
189,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,3,3,3,3,3,3,3,3,5,5,4,3,5,5,4,3,4,4,4,4,4,3,3,3,3,3,1,2,2,4,1,1,2,1,2,20,16,25,24,54
