ID,EC1,EC2,EC3,EC4,EC5,EC6,SI1,SI2,SI3,SI4,PBC1,PBC2,PBC3,PBC4,PBC5,CNS1,CNS2,CNS3,CNS4,CNS5,CNS6,CNS7,CNS8,GC1,GC2,GC3,GC4,GC5,GC6,GC7,GC8,GC9,GC10,GC11,GC12,GC13,PM1,PM2,PM3,PM4,PM5,Gender,Age,Marital_status,Education,Ethnicity,No_household,Income,Occupation,Work_category,TotalEC,TotalSI,TotalPBC,TotalCNS,TotalGC
190,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,3,3,3,3,3,3,3,3,5,5,4,3,5,5,4,3,4,4,4,4,4,3,3,3,3,3,2,2,4,5,1,2,2,1,11,19,16,25,24,54
191,4,4,4,5,4,4,3,3,3,3,4,4,4,4,4,3,3,2,3,3,3,2,2,3,3,4,3,4,4,4,4,4,4,4,4,4,5,1,5,2,5,2,3,3,6,1,1,2,1,11,17,12,20,21,49
192,3,3,3,3,3,3,2,3,3,4,4,4,4,4,4,3,3,3,3,3,4,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,5,3,5,3,5,1,2,4,5,1,1,1,3,13,12,12,20,25,36
193,4,4,3,4,4,3,4,3,3,4,3,4,4,3,4,3,4,4,4,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,2,3,4,4,4,4,4,1,3,1,5,1,2,4,1,13,15,14,18,29,44
194,5,5,4,4,5,5,4,5,5,5,4,4,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,3,3,3,5,5,5,5,5,5,4,3,4,4,3,1,5,1,6,1,2,5,1,7,18,19,23,37,59
195,4,3,5,5,5,5,5,4,4,4,2,4,3,3,4,3,5,4,4,5,3,3,4,4,4,4,4,5,3,3,4,4,4,4,4,3,3,4,4,4,4,1,2,1,4,1,1,2,2,2,17,17,16,31,50
196,4,3,5,5,5,5,5,4,4,4,2,4,3,3,4,3,5,4,4,5,3,3,4,4,4,4,4,5,3,3,4,4,4,4,4,3,2,3,4,4,4,2,3,1,4,1,2,2,4,11,17,17,16,31,50
197,4,3,5,5,5,5,5,4,4,4,2,4,3,3,4,3,5,4,4,5,3,3,5,4,4,4,4,5,3,3,4,4,4,4,4,3,4,4,4,4,4,2,3,1,5,1,2,3,2,2,17,17,16,32,50
198,3,3,2,4,4,4,3,4,4,4,4,5,5,5,4,2,2,2,3,3,2,2,2,4,4,4,4,4,4,3,3,3,4,3,4,4,4,2,4,4,5,1,4,1,5,1,2,3,1,1,12,15,23,18,48
199,5,5,5,5,5,4,5,5,5,5,4,4,4,4,5,4,3,3,3,4,4,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,3,2,3,3,2,2,2,4,4,1,2,1,2,11,20,20,21,31,55
200,5,4,5,5,4,5,4,4,4,3,3,4,4,3,4,4,3,3,3,4,3,3,4,5,5,5,5,4,3,3,4,4,4,5,4,5,3,3,3,3,3,2,2,4,4,1,3,1,2,11,19,15,18,27,56
201,5,5,5,4,5,4,5,4,5,4,5,5,5,5,4,4,5,4,4,4,5,3,3,4,5,5,4,4,5,5,5,5,4,4,4,4,4,3,3,4,4,2,3,4,5,1,2,1,4,11,19,18,24,32,58
202,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,5,3,3,4,4,3,4,3,4,4,3,4,4,5,4,4,3,4,3,3,2,2,4,3,1,3,1,2,11,18,20,24,33,49
203,4,4,3,3,3,4,3,4,4,3,3,4,4,3,3,3,4,3,4,3,4,3,3,4,4,4,4,4,4,3,4,3,4,3,3,3,3,2,4,5,5,1,3,1,4,1,3,3,4,3,14,14,17,27,47
204,4,4,4,5,4,5,4,4,3,3,3,4,4,4,5,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,4,3,4,4,2,4,5,4,4,2,3,1,4,1,3,3,4,5,17,14,20,27,48
205,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,1,4,4,4,2,3,1,4,1,2,2,4,2,16,16,20,28,50
206,5,2,5,5,5,4,4,3,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4,3,4,4,2,3,5,5,5,2,2,4,5,1,3,2,4,11,17,15,18,30,47
207,4,4,4,5,4,4,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,3,3,4,3,4,4,3,4,2,3,4,3,1,3,2,2,11,17,14,19,31,46
208,4,3,4,4,4,3,4,4,4,4,2,3,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,4,4,4,2,1,1,4,1,1,2,2,5,15,16,16,28,49
209,5,4,5,3,5,5,5,4,3,4,4,4,3,4,5,2,3,3,3,3,3,2,3,5,5,5,4,3,3,2,2,3,3,4,4,4,4,2,4,3,5,2,3,2,4,1,1,2,2,2,17,16,20,22,47
210,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,4,4,4,5,4,4,4,4,4,5,4,3,1,4,4,5,2,2,4,4,1,4,2,4,11,19,19,23,38,56
211,3,3,3,3,4,4,3,3,3,3,4,3,4,4,3,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,5,2,5,5,5,2,2,4,5,3,1,1,3,9,12,12,18,29,41
212,4,5,5,5,4,5,3,3,3,4,4,4,4,5,4,3,3,3,4,3,3,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,3,5,3,5,2,2,1,6,3,2,4,1,4,19,13,21,27,59
213,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,3,3,3,3,4,3,3,4,5,5,5,5,4,4,4,5,5,4,4,4,4,4,2,5,2,5,1,2,4,6,3,1,2,2,9,16,15,21,26,58
214,4,4,5,4,4,5,3,3,4,3,4,4,5,4,5,3,3,4,3,3,3,4,3,5,4,5,4,4,4,4,5,5,4,5,5,5,5,3,5,3,5,1,5,1,6,2,3,5,1,2,17,13,22,26,59
215,3,4,3,4,4,5,2,2,3,4,4,4,4,4,4,3,3,2,3,3,3,3,3,5,5,5,5,4,5,3,5,5,5,4,4,4,4,2,4,4,5,2,3,4,6,2,1,2,1,10,14,11,20,23,59
216,5,4,5,5,5,5,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,4,2,4,2,5,2,2,4,5,2,1,2,2,5,19,16,17,29,60
217,2,2,2,2,4,4,2,2,2,3,4,4,4,4,4,2,2,2,2,2,2,3,2,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,5,4,5,2,4,1,5,2,2,3,1,11,8,9,20,17,50
218,4,3,4,5,5,5,3,4,3,3,4,4,4,4,4,2,3,3,3,3,3,2,2,3,4,3,2,3,2,2,2,2,2,2,2,2,3,2,4,4,4,1,2,4,4,1,2,2,1,11,16,13,20,21,31
219,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4,2,2,2,2,2,5,1,1,2,2,11,13,12,15,24,41
220,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,4,4,5,4,5,5,5,4,5,4,5,4,4,4,5,4,5,4,2,4,5,5,5,1,1,4,4,1,2,1,3,2,20,19,23,37,58
221,5,5,5,5,5,5,3,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,5,4,5,5,5,1,5,1,5,2,2,4,1,7,20,15,25,32,54
222,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,5,3,5,5,5,2,3,1,4,2,2,2,2,11,16,16,24,25,45
223,3,4,5,4,4,3,2,2,2,2,4,3,4,4,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,5,5,5,2,2,4,4,2,3,2,2,10,16,8,18,16,39
224,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,4,1,5,2,2,4,1,1,16,12,20,32,52
225,3,4,3,3,4,4,4,4,3,3,4,4,4,4,4,2,3,3,3,2,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,5,5,3,4,5,1,5,2,4,2,1,3,2,13,13,14,20,21,42
226,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,5,5,5,2,2,4,3,2,2,1,2,10,12,12,18,16,26
227,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,3,4,4,4,4,3,3,2,5,5,5,5,3,4,3,4,4,4,4,4,4,2,2,3,4,4,2,2,4,5,2,2,3,1,1,20,17,25,27,54
228,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,5,5,5,5,4,3,3,4,4,4,5,5,5,3,2,5,5,5,2,1,4,4,2,1,1,3,14,19,16,20,29,57
229,5,5,5,5,4,4,4,4,2,2,5,5,4,2,2,2,1,1,1,2,1,2,2,5,5,4,1,5,1,1,1,2,1,4,1,1,1,1,1,1,3,2,2,4,6,1,2,1,3,14,20,12,18,12,32
230,3,5,4,5,5,5,4,3,3,3,5,4,4,4,3,2,3,3,3,3,4,1,2,4,4,2,4,2,3,2,3,3,3,2,4,3,3,3,1,1,3,1,3,4,3,1,1,1,2,3,17,13,20,21,39
231,4,3,3,3,4,4,3,4,4,4,4,4,4,3,3,2,4,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,3,3,1,1,1,1,2,2,4,5,1,2,2,1,2,13,15,18,28,47
232,4,4,5,4,5,4,4,5,4,5,4,4,4,4,5,4,4,5,4,4,5,3,4,4,4,5,4,4,3,4,4,4,4,3,3,3,1,1,5,5,5,2,2,4,6,1,3,2,1,11,17,18,21,33,49
233,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,3,3,4,3,4,4,4,2,2,4,4,4,3,1,1,3,1,2,3,3,3,4,4,4,4,2,2,4,5,1,3,2,1,11,16,14,20,28,33
234,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,3,4,3,3,3,3,3,4,4,3,3,3,4,4,4,2,2,4,6,1,1,3,2,6,15,15,20,28,45
235,5,2,4,5,5,5,4,4,3,3,4,4,4,4,4,2,2,4,2,2,2,2,2,5,5,5,3,2,4,4,3,3,2,2,2,2,2,2,5,4,5,2,2,4,6,1,3,3,1,6,16,14,20,18,42
236,4,4,4,4,4,4,3,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,4,4,3,2,4,2,2,2,2,2,2,2,2,3,3,5,5,4,2,2,1,4,1,2,2,1,4,16,10,12,16,33
237,3,3,4,4,4,5,4,4,3,4,2,4,3,3,4,3,3,3,3,3,3,2,2,5,5,5,5,3,3,3,4,5,4,3,3,4,5,3,4,5,5,2,3,4,5,1,3,2,1,1,14,15,16,22,52
238,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,3,2,4,2,5,2,3,2,5,1,1,3,1,13,18,16,22,36,45
239,5,4,4,4,4,4,5,4,3,3,5,5,5,5,5,3,3,5,3,4,4,3,3,4,4,4,3,5,3,5,4,4,3,3,3,3,5,3,5,5,5,2,2,4,5,1,3,2,1,14,17,15,25,28,48
240,5,4,4,4,4,4,2,2,2,2,2,4,3,3,3,3,2,4,4,3,3,2,3,4,4,2,3,2,2,2,2,2,2,3,3,3,2,2,2,4,4,2,2,4,5,1,3,1,2,2,17,8,15,24,34
241,4,4,4,4,3,4,4,4,3,3,4,4,3,3,4,4,3,4,4,4,4,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,3,2,2,4,4,1,4,1,2,2,16,14,18,29,48
242,4,5,5,4,3,4,4,4,4,4,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,5,3,4,5,3,5,4,5,2,2,4,5,1,3,1,2,2,18,16,21,30,55
243,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,2,2,4,2,4,4,3,4,4,4,4,3,4,3,4,3,4,4,3,3,3,2,2,4,2,5,2,2,4,6,1,3,1,3,7,19,16,20,25,46
244,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,3,2,5,5,5,2,2,4,5,1,4,1,2,2,15,16,20,30,48
245,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,5,2,3,5,5,1,3,2,2,14,16,15,20,29,51
246,4,3,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,2,2,2,5,3,5,4,5,2,3,1,5,1,2,2,2,14,15,13,20,31,43
247,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,3,3,3,2,3,2,4,4,5,2,2,4,5,1,2,1,2,6,16,18,20,24,43
248,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,4,4,4,4,4,3,3,3,4,2,2,4,5,1,3,2,2,2,15,16,20,24,48
249,4,3,5,4,5,5,4,3,3,4,4,4,5,5,4,3,3,4,4,3,3,3,3,3,3,4,3,5,4,3,3,4,4,4,4,4,3,3,4,3,5,2,2,4,5,1,3,1,1,2,16,14,22,26,48
250,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,5,2,2,4,4,3,4,4,4,5,2,3,4,5,2,2,4,5,1,3,1,2,13,16,19,20,30,45
251,3,4,4,4,5,5,5,4,3,4,3,4,4,4,4,3,4,3,4,3,4,3,4,3,4,5,4,3,5,4,5,4,5,3,4,5,4,4,4,5,5,1,2,4,5,1,1,2,1,5,15,16,19,28,54
252,5,5,5,4,4,5,4,4,4,4,5,5,4,4,5,4,5,4,4,4,4,3,4,5,4,4,5,4,3,3,3,4,3,4,4,2,3,4,5,5,5,2,2,4,5,1,3,2,1,1,19,16,23,32,48
253,3,5,3,4,5,5,4,5,5,4,3,4,4,4,4,4,3,4,4,3,3,3,3,4,4,3,3,4,3,3,4,3,4,4,4,4,3,2,4,4,5,2,2,4,5,1,3,3,1,1,15,18,19,27,47
254,5,4,4,4,5,4,4,4,4,4,2,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,2,2,2,1,3,3,4,2,4,1,7,1,3,5,1,5,17,16,15,32,42
255,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,5,5,5,5,5,2,2,4,5,1,3,1,3,5,16,17,23,30,46
256,4,4,4,4,5,5,5,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3,5,5,5,2,2,4,5,1,1,2,2,5,16,18,18,32,64
257,4,4,4,4,5,4,5,5,5,5,5,5,5,4,5,4,4,4,4,4,2,2,4,4,2,5,4,5,2,2,4,5,4,4,4,4,4,4,4,4,4,1,2,1,5,2,2,2,1,5,16,20,24,28,49
258,4,4,5,4,5,5,5,4,3,3,4,5,4,4,5,4,4,4,4,4,4,2,2,5,5,3,3,4,4,3,2,5,3,4,4,4,2,2,4,4,3,2,2,4,6,1,2,2,1,5,17,15,22,28,49
259,4,3,3,5,4,5,4,3,5,3,3,5,4,4,3,2,2,4,3,3,3,3,4,3,4,2,2,3,3,3,3,3,4,2,2,2,3,3,2,4,4,2,2,4,5,1,2,2,2,5,15,15,19,24,36
260,4,3,3,4,5,5,4,3,5,3,4,5,4,4,4,4,3,3,4,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,2,4,4,4,2,2,4,5,1,3,2,2,5,14,15,21,27,48
261,4,4,4,4,5,5,5,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,3,5,5,5,2,2,4,5,1,1,2,1,5,16,18,18,32,64
262,3,3,4,4,4,3,3,4,3,3,3,4,5,4,4,3,4,3,4,3,4,4,5,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,1,2,1,4,1,2,4,1,5,14,13,20,30,49
263,4,3,3,5,4,5,4,3,5,3,3,5,4,4,3,2,2,4,3,3,3,3,4,3,4,2,2,3,3,3,3,3,4,2,2,2,3,3,2,4,4,2,2,4,5,1,2,2,2,5,15,15,19,24,36
264,4,4,4,4,5,4,5,5,4,4,5,5,5,5,4,4,4,5,5,5,5,4,4,5,4,4,5,5,4,4,4,4,5,4,4,4,5,4,4,4,4,1,3,1,6,2,2,3,1,5,16,18,24,36,56
265,3,3,3,4,3,4,4,3,4,5,3,4,4,3,4,5,4,5,3,4,4,5,4,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,2,3,1,2,4,4,1,2,1,3,13,13,16,18,34,46
266,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,5,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,3,1,5,2,3,2,1,5,17,20,25,33,56
267,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,3,4,5,3,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,2,2,4,5,1,5,2,1,5,20,16,25,28,49
268,3,4,4,4,5,5,4,3,5,5,4,4,2,5,5,5,5,5,5,5,5,1,4,5,5,5,3,3,3,3,5,5,5,4,2,2,2,4,2,3,5,2,2,4,5,1,2,2,1,5,15,17,20,35,50
269,3,5,3,4,5,5,4,5,5,4,3,4,4,4,4,4,3,4,4,3,3,3,3,4,4,3,3,4,3,3,4,3,4,4,4,4,3,2,4,4,5,2,2,4,5,1,3,3,2,1,15,18,19,27,47
270,5,4,4,4,5,5,4,4,4,5,4,5,5,5,4,4,4,5,5,4,4,4,4,5,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,3,2,2,2,5,1,2,2,1,5,17,17,23,34,55
271,4,4,5,5,5,4,4,4,5,4,3,4,4,4,4,3,4,5,4,4,4,2,3,4,3,4,5,5,2,2,4,4,2,4,4,2,4,3,5,4,4,2,2,1,6,1,2,2,1,5,18,17,19,29,45
272,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,3,2,5,4,5,2,2,1,6,1,2,2,1,5,20,17,20,36,55
273,3,4,5,4,3,4,4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,4,3,1,2,3,3,3,3,3,3,1,2,4,4,1,2,1,1,5,16,15,14,26,38
274,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,4,5,4,4,5,5,5,5,5,5,4,4,4,4,4,2,2,1,5,2,2,2,2,5,17,20,20,33,61
275,3,4,5,3,4,3,4,4,3,3,3,4,3,5,3,3,4,5,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,3,2,3,1,7,1,3,5,1,1,15,14,18,28,40
276,4,4,4,4,5,4,4,5,4,3,3,4,3,3,4,3,4,4,4,4,4,3,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,5,4,3,2,5,1,3,1,2,2,2,5,16,16,17,30,62
277,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,4,5,5,5,4,3,2,2,1,5,1,2,2,1,5,16,20,24,32,55
278,3,3,3,4,5,3,3,4,4,3,3,4,5,4,5,3,4,3,3,5,3,3,3,3,4,3,3,3,4,3,5,4,3,3,4,5,3,3,4,3,5,1,2,4,5,1,3,2,1,7,13,14,21,27,47
279,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,2,5,2,2,4,5,1,2,1,3,5,20,16,20,32,50
280,5,4,4,5,5,5,4,4,4,4,5,4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,3,4,3,3,2,2,1,6,1,2,2,1,5,18,16,22,34,56
281,3,4,5,4,5,3,3,5,3,4,5,4,3,4,3,3,4,3,5,3,4,5,3,3,4,5,3,3,4,3,4,5,3,3,4,3,2,3,3,3,4,1,2,4,5,1,2,2,1,6,16,15,19,30,47
282,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,4,5,4,4,5,5,5,5,4,4,4,4,4,4,3,4,3,3,1,3,1,6,1,2,3,1,5,16,16,21,35,57
283,5,5,5,5,4,5,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,3,4,4,5,3,4,4,2,2,2,4,2,2,2,2,3,4,5,5,5,2,2,4,5,1,2,2,1,5,20,17,22,31,38
